节点code,节点类型,节点名称,证券代码,生效时间,失效时间
2990927,公司,星商创新技术(深圳)有限公司,,2026-07-28,
2991901,公司,广东便捷神科技股份有限公司,,2026-07-28,
299286,公司,永旺(香港)百货有限公司,,2026-07-28,
2993921,公司,广东宝信环球家居股份有限公司,,2026-07-28,
2994014,公司,福建闽威实业股份有限公司,,2026-07-28,
2994180,公司,延边金刚山食品股份有限公司,,2026-07-28,
2994208,公司,上海凯淳实业股份有限公司,,2026-07-28,
2994210,公司,上海绿洲源香料股份有限公司,,2026-07-28,
2994233,公司,上海高更食品科技股份有限公司,,2026-07-28,
2994401,公司,百胜中国控股有限公司,,2026-07-28,
299621,公司,浙江华康药业股份有限公司,,2026-07-28,
300656,公司,金源发展国际实业有限公司,,2026-07-28,
3006757,公司,陕西德元数字科技股份有限公司,,2026-07-28,
300780,公司,保龄宝生物股份有限公司,,2026-07-28,
3018758,公司,劲仔食品集团股份有限公司,,2026-07-28,
3020074,公司,广州遇见小面餐饮股份有限公司,,2026-07-28,
302245,公司,南顺(香港)有限公司,,2026-07-28,
302868,公司,山东安德利集团有限公司,,2026-07-28,
302998,公司,味千(中国)控股有限公司,,2026-07-28,
303010,公司,北京三元食品股份有限公司,,2026-07-28,
303584,公司,北京鹫峰科技开发股份有限公司,,2026-07-28,
303607,公司,王朝酒业集团有限公司,,2026-07-28,
3036698,公司,浙江沐家家居股份有限公司,,2026-07-28,
3037330,公司,中工美(北京)供应链物流管理有限责任公司,,2026-07-28,
3037515,公司,江苏宏马物流股份有限公司,,2026-07-28,
303764,公司,青岛啤酒集团有限公司,,2026-07-28,
3038070,公司,江苏利民纸品包装股份有限公司,,2026-07-28,
3038096,公司,富诺健康股份有限公司,,2026-07-28,
3038290,公司,浙江荣舟海洋产业股份有限公司,,2026-07-28,
3038295,公司,深圳市日迅鑫科技股份有限公司,,2026-07-28,
3042152,公司,嘉美食品包装(滁州)股份有限公司,,2026-07-28,
304471,公司,中国绿色食品(控股)有限公司,,2026-07-28,
304477,公司,武汉商贸国有控股集团有限公司,,2026-07-28,
3045138,公司,上海优壹电子商务有限公司,,2026-07-28,
304756,公司,安井食品集团股份有限公司,,2026-07-28,
304900,公司,泸州老窖集团有限责任公司,,2026-07-28,
305183,公司,南极电商股份有限公司,,2026-07-28,
305656,公司,华宝国际控股有限公司,,2026-07-28,
305980,公司,力宝有限公司,,2026-07-28,
307320,公司,杭州联华华商集团有限公司,,2026-07-28,
308326,公司,江苏恒顺集团有限公司,,2026-07-28,
308592,公司,烟台北方安德利果汁股份有限公司,,2026-07-28,
308631,公司,湖北安琪生物集团有限公司,,2026-07-28,
308738,公司,味丹国际(控股)有限公司,,2026-07-28,
309851,公司,厦门合兴包装印刷股份有限公司,,2026-07-28,
310614,公司,恒基兆业发展有限公司,,2026-07-28,
311032,公司,黄山永新股份有限公司,,2026-07-28,
311309,公司,湖南盐业集团有限公司,,2026-07-28,
312913,公司,联华超市股份有限公司,,2026-07-28,
314626,公司,北京艾莱发喜食品有限公司,,2026-07-28,
314648,公司,浙江伊宝馨生物科技股份有限公司,,2026-07-28,
315135,公司,中国物流股份有限公司,,2026-07-28,
315324,公司,广州市广百股份有限公司,,2026-07-28,
315616,公司,慧聪集团有限公司,,2026-07-28,
315785,公司,北京京客隆商业集团股份有限公司,,2026-07-28,
316040,公司,佳宁娜集团控股有限公司,,2026-07-28,
316696,公司,永安国际有限公司,,2026-07-28,
317029,公司,长沙通程实业(集团)有限公司,,2026-07-28,
317249,公司,大快活集团有限公司,,2026-07-28,
317330,公司,河南省宋河酒业股份有限公司,,2026-07-28,
317774,公司,山东省商业集团有限公司,,2026-07-28,
317966,公司,安徽古井集团有限责任公司,,2026-07-28,
319791,公司,中国贵州茅台酒厂(集团)有限责任公司,,2026-07-28,
319948,公司,孟州市金玉米有限责任公司,,2026-07-28,
320618,公司,维维集团股份有限公司,,2026-07-28,
321447,公司,中国中纺集团有限公司,,2026-07-28,
323150,公司,江苏苏豪天鹏农产品集团有限公司,,2026-07-28,
323298,公司,绍兴咸亨食品股份有限公司,,2026-07-28,
323685,公司,四川沱牌舍得集团有限公司,,2026-07-28,
323710,公司,山西杏花村汾酒集团有限责任公司,,2026-07-28,
325785,公司,上海市糖业烟酒(集团)有限公司,,2026-07-28,
325899,公司,深圳茂业商厦有限公司,,2026-07-28,
3262461,公司,浙江元祖食品有限公司,,2026-07-28,
3263380,公司,合肥华联瑞诚购物广场商业运营有限公司,,2026-07-28,
3263749,公司,九州通医药集团物流有限公司,,2026-07-28,
326410,公司,新疆天山云牧乳业有限责任公司,,2026-07-28,
3264195,公司,山东香驰健源生物科技有限公司,,2026-07-28,
3264777,公司,四川吉恒食品有限公司,,2026-07-28,
3265061,公司,安徽安和生物科技有限公司,,2026-07-28,
326720,公司,中科云网科技集团股份有限公司,,2026-07-28,
3268462,公司,湖南三十九铺茶业有限公司,,2026-07-28,
3268485,公司,湖南汇湘轩生物科技股份有限公司,,2026-07-28,
3268830,公司,上海华能电子商务有限公司,,2026-07-28,
3269168,公司,中山中健环保包装有限公司,,2026-07-28,
3269179,公司,湖南长乐情食品科技股份有限公司,,2026-07-28,
3270080,公司,黑龙江省北味菌业科技集团股份有限公司,,2026-07-28,
3270217,公司,美泰科技(青岛)股份有限公司,,2026-07-28,
3270266,公司,北京优鼎优餐饮管理有限公司,,2026-07-28,
3270317,公司,山东吉田香料股份有限公司,,2026-07-28,
3271978,公司,中荣印刷集团股份有限公司,,2026-07-28,
327415,公司,内蒙古河套酒业集团股份有限公司,,2026-07-28,
327487,公司,名科国际控股有限公司,,2026-07-28,
3278029,公司,内蒙古金沙葡萄酒业股份有限公司,,2026-07-28,
3279942,公司,海南东源物流股份有限公司,,2026-07-28,
328076,公司,中国旺旺控股有限公司,,2026-07-28,
3282438,公司,南充三樱药用包装材料有限公司,,2026-07-28,
3282755,公司,河南永丰面业股份有限公司,,2026-07-28,
328283,公司,新疆伊力特集团有限公司,,2026-07-28,
3282934,公司,江西华诚海富生物工程有限公司,,2026-07-28,
3282995,公司,弥明生活百货控股有限公司,,2026-07-28,
3283144,公司,黑龙江海赫饮品有限公司,,2026-07-28,
3284057,公司,北京金百万餐饮股份有限公司,,2026-07-28,
3284167,公司,四川百夫长清真食品股份有限公司,,2026-07-28,
329242,公司,山东西王糖业有限公司,,2026-07-28,
3293738,公司,山东凤祥股份有限公司,,2026-07-28,
330180,公司,亚洲木薯资源控股有限公司,,2026-07-28,
330186,公司,河南省漯河市双汇实业集团有限责任公司,,2026-07-28,
330469,公司,中国海升果汁控股有限公司,,2026-07-28,
3305076,公司,西咸新区茯茶镇文化产业集团有限公司,,2026-07-28,
3306720,公司,新疆吐鲁番果业有限公司,,2026-07-28,
331106,公司,佛山市海天调味食品股份有限公司,,2026-07-28,
331358,公司,南通醋酸化工股份有限公司,,2026-07-28,
3317340,公司,吉林唐豆豆食品股份有限公司,,2026-07-28,
3320132,公司,运兴泰集团控股有限公司,,2026-07-28,
332131,公司,武汉商联(集团)股份有限公司,,2026-07-28,
3324142,公司,江西阳光乳业股份有限公司,,2026-07-28,
3324146,公司,青木科技股份有限公司,,2026-07-28,
332431,公司,深圳市明华澳汉科技股份有限公司,,2026-07-28,
3325718,公司,山东新巨丰科技包装股份有限公司,,2026-07-28,
3325745,公司,新希望乳业股份有限公司,,2026-07-28,
332660,公司,盐城捷康三氯蔗糖制造有限公司,,2026-07-28,
333514,公司,万国纸业太阳白卡纸有限公司,,2026-07-28,
3336300,公司,椰丰集团有限公司,,2026-07-28,
3336302,公司,信良记食品科技(北京)有限公司,,2026-07-28,
3337568,公司,广东文彩金冠环保包装股份有限公司,,2026-07-28,
334209,公司,森美(集团)控股有限公司,,2026-07-28,
334218,公司,中国全聚德(集团)股份有限公司,,2026-07-28,
3343236,公司,炙龙控股有限公司,,2026-07-28,
334455,公司,中国波顿集团有限公司,,2026-07-28,
3346154,公司,台州银泰商业有限公司,,2026-07-28,
3347614,公司,1957 & Co.(Hospitality) Limited,,2026-07-28,
334776,公司,香港食品投资控股有限公司,,2026-07-28,
3350572,公司,安捷包装(苏州)股份有限公司,,2026-07-28,
3351741,公司,乐氏国际控股集团有限公司,,2026-07-28,
3355938,公司,滨州隆鑫天润食品股份有限公司,,2026-07-28,
3355965,公司,杭州安赛生物科技有限公司,,2026-07-28,
3356184,公司,山东东阿百年堂阿胶生物制品股份有限公司,,2026-07-28,
3356219,公司,江西正味食品有限公司,,2026-07-28,
3356230,公司,汇源印刷包装科技(天津)股份有限公司,,2026-07-28,
3356274,公司,张家港福吉佳食品股份有限公司,,2026-07-28,
3356462,公司,福建惠泽龙酒业股份有限公司,,2026-07-28,
3356541,公司,杭州安致电子商务股份有限公司,,2026-07-28,
3356550,公司,福建清铧茶业股份有限公司,,2026-07-28,
3356574,公司,贵州博联茶业股份有限公司,,2026-07-28,
3356657,公司,江苏味巴哥食品股份有限公司,,2026-07-28,
3356819,公司,深圳市水润天下健康饮用水科技股份有限公司,,2026-07-28,
3356821,公司,中凰国际供应链(广东)股份有限公司,,2026-07-28,
3357867,公司,东骏控股有限公司,,2026-07-28,
336265,公司,百联集团有限公司,,2026-07-28,
3362998,公司,日清食品有限公司,,2026-07-28,
3364524,公司,中国飞鹤有限公司,,2026-07-28,
3367084,公司,天津食品集团有限公司,,2026-07-28,
3368322,公司,熊猫精酿(青岛)酒业有限公司,,2026-07-28,
337417,公司,大成生化科技集团有限公司,,2026-07-28,
3374928,公司,苏州蓝鼎餐饮管理股份有限公司,,2026-07-28,
337706,公司,陕西西凤酒股份有限公司,,2026-07-28,
3380437,公司,捷翔饮品(上海)有限公司,,2026-07-28,
338302,公司,上海万庆仓储有限公司,,2026-07-28,
3384058,公司,福州易鲜冷链物流有限公司,,2026-07-28,
338606,公司,华润啤酒(控股)有限公司,,2026-07-28,
338608,公司,有赞科技有限公司,,2026-07-28,
338636,公司,北京新华空港航空食品有限公司,,2026-07-28,
338701,公司,鲜驰达控股集团有限公司,,2026-07-28,
338850,公司,中国雨润食品集团有限公司,,2026-07-28,
3388993,公司,上海众智电子商务有限公司,,2026-07-28,
338902,公司,阜丰集团有限公司,,2026-07-28,
338908,公司,中国绍兴黄酒集团有限公司,,2026-07-28,
3390056,公司,河南中瀛包装科技股份有限公司,,2026-07-28,
3390073,公司,杭州博可生物科技股份有限公司,,2026-07-28,
3390887,公司,安康荣泰农业科技股份有限公司,,2026-07-28,
3390901,公司,西藏达热瓦青稞酒业股份有限公司,,2026-07-28,
339096,公司,维他奶国际集团有限公司,,2026-07-28,
3391585,公司,青岛日辰食品股份有限公司,,2026-07-28,
3392557,公司,尝·高美集团有限公司,,2026-07-28,
339355,公司,中国水产舟山海洋渔业制品有限公司,,2026-07-28,
340024,公司,新世界百货中国有限公司,,2026-07-28,
340489,公司,佳景集团有限公司,,2026-07-28,
341184,公司,中国食品有限公司,,2026-07-28,
341228,公司,中国汇源果汁集团有限公司,,2026-07-28,
3417997,公司,禾朗食品南通有限公司,,2026-07-28,
3420350,公司,广东真美食品股份有限公司,,2026-07-28,
342240,公司,广东明珠珍珠红酒业有限公司,,2026-07-28,
3424354,公司,江门丽宫侨宝陈皮健康产业发展股份有限公司,,2026-07-28,
3426157,公司,秦皇岛慈生堂食品股份有限公司,,2026-07-28,
3426323,公司,镇江宝华物流有限公司,,2026-07-28,
3426363,公司,山西东方亮生命科技股份有限公司,,2026-07-28,
3426531,公司,荣成协汇食品股份有限公司,,2026-07-28,
342778,公司,甘肃莫高实业发展股份有限公司,,2026-07-28,
3428535,公司,倩碧控股有限公司,,2026-07-28,
3428536,公司,亚洲实业集团(控股)有限公司,,2026-07-28,
343334,公司,步步高投资集团股份有限公司,,2026-07-28,
343421,公司,北京物美商业集团股份有限公司,,2026-07-28,
344441,公司,先施有限公司,,2026-07-28,
345042,公司,山东东方海洋科技股份有限公司,,2026-07-28,
346642,公司,广州岭南商旅投资集团有限公司,,2026-07-28,
347029,公司,日日顺供应链科技股份有限公司,,2026-07-28,
347163,公司,中彩网通控股有限公司,,2026-07-28,
347752,公司,浙江惠同新材料股份有限公司,,2026-07-28,
348222,公司,深圳劲嘉集团股份有限公司,,2026-07-28,
348780,公司,统一企业中国控股有限公司,,2026-07-28,
348924,公司,世纪金花商业控股有限公司,,2026-07-28,
349567,公司,桂林莱茵生物科技股份有限公司,,2026-07-28,
349773,公司,香港生力啤酒厂有限公司,,2026-07-28,
349777,公司,金鹰商贸集团有限公司,,2026-07-28,
350554,公司,荣晖控股有限公司,,2026-07-28,
350750,公司,海航商业控股有限公司,,2026-07-28,
350763,公司,万向三农集团有限公司,,2026-07-28,
351208,公司,大连微冷食品股份有限公司,,2026-07-28,
351274,公司,中国蒙牛乳业有限公司,,2026-07-28,
351429,公司,百盛商业集团有限公司,,2026-07-28,
351853,公司,环科国际集团有限公司,,2026-07-28,
352119,公司,北京华联精品超市有限公司,,2026-07-28,
352675,公司,物美科技集团有限公司,,2026-07-28,
354244,公司,皇氏集团股份有限公司,,2026-07-28,
354523,公司,芜湖信合科技有限公司,,2026-07-28,
355209,公司,力图控股有限公司,,2026-07-28,
356358,公司,浙江诸暨第一百货有限公司,,2026-07-28,
356803,公司,中细软科技控股有限公司,,2026-07-28,
356817,公司,新疆西部牧业股份有限公司,,2026-07-28,
356832,公司,烟台双塔食品股份有限公司,,2026-07-28,
357430,公司,盛融控股有限公司,,2026-07-28,
360016,公司,湖南友谊阿波罗商业股份有限公司,,2026-07-28,
360623,公司,美盈森集团股份有限公司,,2026-07-28,
362361,公司,人人乐连锁商业集团股份有限公司,,2026-07-28,
362511,公司,江苏洋河集团有限公司,,2026-07-28,
362849,公司,华瑞凤泉包装控股有限公司,,2026-07-28,
362850,公司,中国通天酒业集团有限公司,,2026-07-28,
363332,公司,上海徐家汇商城股份有限公司,,2026-07-28,
363449,公司,益海嘉里金龙鱼食品集团股份有限公司,,2026-07-28,
364310,公司,天虹数科商业股份有限公司,,2026-07-28,
364887,公司,北京数聚智连科技股份有限公司,,2026-07-28,
365232,公司,供销大集集团股份有限公司,,2026-07-28,
369385,公司,山东得利斯食品股份有限公司,,2026-07-28,
370501,公司,山东中锐产业发展股份有限公司,,2026-07-28,
372013,公司,银基集团控股有限公司,,2026-07-28,
377700,公司,江苏洋河酒厂股份有限公司,,2026-07-28,
377749,公司,湖北宏裕新型包材股份有限公司,,2026-07-28,
378389,公司,湖北黄山头酒业有限公司,,2026-07-28,
381276,公司,阿尔法企业控股有限公司,,2026-07-28,
382074,公司,北京首农食品集团有限公司,,2026-07-28,
382093,公司,山东龙力生物科技股份有限公司,,2026-07-28,
382143,公司,中国奇点国峰控股有限公司,,2026-07-28,
382185,公司,珠海恒基达鑫国际化工仓储股份有限公司,,2026-07-28,
382503,公司,广州珠江啤酒股份有限公司,,2026-07-28,
3958722,公司,聚利宝控股有限公司,,2026-07-28,
3962688,公司,桂林西麦食品股份有限公司,,2026-07-28,
3968084,公司,昆山佳合纸制品科技股份有限公司,,2026-07-28,
3972764,公司,温州温都猫股份有限公司,,2026-07-28,
3973528,公司,ISP Global Limited,,2026-07-28,
4106732,公司,大团结农业股份有限公司,,2026-07-28,
4106769,公司,杭州新丰小吃股份有限公司,,2026-07-28,
4107788,公司,Top Standard Corporation,,2026-07-28,
4107793,公司,叙福楼集团有限公司,,2026-07-28,
4108464,公司,安徽天地精华股份有限公司,,2026-07-28,
4110525,公司,东莞市深粮物流有限公司,,2026-07-28,
4114608,公司,恒月控股有限公司,,2026-07-28,
4122364,公司,云南景谷白龙茶业股份有限公司,,2026-07-28,
4122368,公司,黄山市超港食品有限公司,,2026-07-28,
4122779,公司,怡园酒业控股有限公司,,2026-07-28,
4123061,公司,江西绿源油脂实业有限公司,,2026-07-28,
4123249,公司,深圳市理德铭科技股份有限公司,,2026-07-28,
4126824,公司,锡林郭勒盟羊羊牧业股份有限公司,,2026-07-28,
4126833,公司,广东好顺发智慧物流股份有限公司,,2026-07-28,
4126858,公司,浙江大家食品股份有限公司,,2026-07-28,
4139142,公司,湖州意诺茶业有限公司,,2026-07-28,
4140951,公司,上海晨冠乳业有限公司,,2026-07-28,
4142759,公司,英记茶庄集团有限公司,,2026-07-28,
4149960,公司,品渥食品股份有限公司,,2026-07-28,
4153613,公司,广东海力储存设备股份有限公司,,2026-07-28,
4160075,公司,亚洲渔港股份有限公司,,2026-07-28,
4161140,公司,上海美农生物科技股份有限公司,,2026-07-28,
4167016,公司,昆山亚香香料股份有限公司,,2026-07-28,
4171341,公司,重庆惠加益粮油食品有限公司,,2026-07-28,
4177013,公司,上海咖嘉电子商务有限公司,,2026-07-28,
4178373,公司,欣融国际控股有限公司,,2026-07-28,
4180446,公司,万励达国际有限公司,,2026-07-28,
4180481,公司,上海锐舒电子商务有限公司,,2026-07-28,
4183130,公司,宾仕国际控股有限公司,,2026-07-28,
4193349,公司,远成物流股份有限公司,,2026-07-28,
4203540,公司,广西大北农农牧食品有限公司,,2026-07-28,
4215488,公司,中特生命健康科技集团股份有限公司,,2026-07-28,
4217909,公司,南侨食品集团(上海)股份有限公司,,2026-07-28,
4222115,公司,湖南洪盛源油茶科技股份有限公司,,2026-07-28,
4222116,公司,青岛三木水产股份有限公司,,2026-07-28,
4226869,公司,新琪安集团股份有限公司,,2026-07-28,
4227017,公司,江苏宏信超市连锁股份有限公司,,2026-07-28,
4227739,公司,陕西水务发展供水集团有限公司,,2026-07-28,
4228908,公司,广州九恒条码股份有限公司,,2026-07-28,
4270050,公司,点晶网络(浙江)股份有限公司,,2026-07-28,
4295918,公司,中山市宏川石化仓储有限公司,,2026-07-28,
4313623,公司,北京科拓恒通生物技术股份有限公司,,2026-07-28,
4316018,公司,金翼食品(吉林)股份有限公司,,2026-07-28,
4316063,公司,中海外江苏贸易发展有限公司,,2026-07-28,
43989519,公司,武汉博源新材料科技集团股份有限公司,,2026-07-28,
4511724,公司,唇动食品股份有限公司,,2026-07-28,
452911,公司,浙江新和成股份有限公司,,2026-07-28,
455626,公司,广东佳隆食品股份有限公司,,2026-07-28,
4579991,公司,四川省福喜迎门酒业有限公司,,2026-07-28,
4580063,公司,黑龙江蓝海生物蛋白股份公司,,2026-07-28,
458670,公司,新疆天润乳业股份有限公司,,2026-07-28,
4688192,公司,国际济丰包装集团,,2026-07-28,
469131,公司,湖北省粮油集团有限公司,,2026-07-28,
4703932,公司,国投生物能源(海伦)有限公司,,2026-07-28,
472185,公司,碧生源控股有限公司,,2026-07-28,
473859,公司,重庆市涪陵榨菜集团股份有限公司,,2026-07-28,
473886,公司,龙辉国际控股有限公司,,2026-07-28,
474085,公司,雅士利国际控股有限公司,,2026-07-28,
474215,公司,金字火腿股份有限公司,,2026-07-28,
475183,公司,湖南胜景干黄酒业股份有限公司,,2026-07-28,
4789586,公司,云南农垦物流有限公司,,2026-07-28,
4790114,公司,易站绿色科技集团有限公司,,2026-07-28,
4791148,公司,青海好朋友乳业有限公司,,2026-07-28,
4792268,公司,舟山泰和食品股份有限公司,,2026-07-28,
4798319,公司,上海山林食品有限公司,,2026-07-28,
4799741,公司,海皇食品(天津)有限公司,,2026-07-28,
4801637,公司,西安每一天便利超市连锁有限公司,,2026-07-28,
4805995,公司,仁怀酱酒(集团)有限责任公司,,2026-07-28,
4807344,公司,河北首衡农副产品有限公司,,2026-07-28,
4813229,公司,山西牧标牛业股份有限公司,,2026-07-28,
483771,公司,江苏文峰集团有限公司,,2026-07-28,
489135,公司,江苏华地国际控股集团有限公司,,2026-07-28,
4934987,公司,齐屹科技(开曼)有限公司,,2026-07-28,
4935467,公司,厦门燕之屋燕窝产业股份有限公司,,2026-07-28,
4937290,公司,深圳劲嘉新型智能包装有限公司,,2026-07-28,
4938880,公司,东营正宜包装股份有限公司,,2026-07-28,
4944032,公司,河北一然生物科技股份有限公司,,2026-07-28,
4944844,公司,厦门快乐番薯股份有限公司,,2026-07-28,
4944969,公司,金磨坊食品股份有限公司,,2026-07-28,
4948898,公司,河北双鸽食品集团股份有限公司,,2026-07-28,
4949364,公司,北京乐纯悠品食品科技有限公司,,2026-07-28,
4950191,公司,新畅月医疗控股(甘肃)股份有限公司,,2026-07-28,
4950209,公司,湖北众诚五六超市有限公司,,2026-07-28,
4950215,公司,味氏(广东)生物科技股份有限公司,,2026-07-28,
4950803,公司,浙江码尚科技股份有限公司,,2026-07-28,
4960886,公司,海底捞国际控股有限公司,,2026-07-28,
496381,公司,陕西海升果业发展股份有限公司,,2026-07-28,
4966289,公司,杭州易杯食品科技有限公司,,2026-07-28,
4978289,公司,西安东方乳业有限公司,,2026-07-28,
4992654,公司,五谷磨房食品国际控股有限公司,,2026-07-28,
4997408,公司,北京新辣道餐饮管理有限公司,,2026-07-28,
499978,公司,南京音飞储存设备(集团)股份有限公司,,2026-07-28,
5025811,公司,安徽颍美科技股份有限公司,,2026-07-28,
5028274,公司,北京越盛腾电子商务股份有限公司,,2026-07-28,
5029112,公司,优品360控股有限公司,,2026-07-28,
5030438,公司,内蒙古蒙牛圣牧高科奶业有限公司,,2026-07-28,
5039047,公司,广州华糖食品有限公司,,2026-07-28,
5045368,公司,欢乐家食品集团股份有限公司,,2026-07-28,
5048132,公司,认养一头牛控股集团股份有限公司,,2026-07-28,
5049409,公司,宁夏农垦乳业股份有限公司,,2026-07-28,
5050559,公司,秀商时代控股有限公司,,2026-07-28,
5058710,公司,Legion Consortium Limited,,2026-07-28,
5072393,公司,谊和股份有限公司,,2026-07-28,
5111959,公司,亚洲速运物流控股有限公司,,2026-07-28,
5121074,公司,四川省酒业集团有限责任公司,,2026-07-28,
5124810,公司,TS Wonders Holding Limited,,2026-07-28,
5133149,公司,江西齐云山食品股份有限公司,,2026-07-28,
513908,公司,捷荣国际控股有限公司,,2026-07-28,
5157716,公司,中福(南京)农产品大市场股份有限公司,,2026-07-28,
5160179,公司,纽瑞滋(上海)食品有限公司,,2026-07-28,
5161987,公司,遨森电子商务股份有限公司,,2026-07-28,
5162030,公司,广东温氏乳业股份有限公司,,2026-07-28,
5163114,公司,裕程物流集团有限公司,,2026-07-28,
5197238,公司,苏州优乐赛共享服务股份有限公司,,2026-07-28,
5202335,公司,广州智特奇生物科技股份有限公司,,2026-07-28,
5202424,公司,上海界龙派而普包装科技有限公司,,2026-07-28,
520546,公司,内蒙古奈伦农业科技股份有限公司,,2026-07-28,
521122,公司,中国茶叶股份有限公司,,2026-07-28,
522206,公司,黑龙江省维多宝食品股份有限公司,,2026-07-28,
5228070,公司,赏之味控股有限公司,,2026-07-28,
522928,公司,上海申丝企业发展有限公司,,2026-07-28,
5230662,公司,宁夏华宝枸杞产业有限公司,,2026-07-28,
5235398,公司,无锡华商通科技有限公司,,2026-07-28,
5236859,公司,上海金广大道物流科技有限公司,,2026-07-28,
5241675,公司,浙江三阳包装产业股份有限公司,,2026-07-28,
5242052,公司,K2 F&B Holdings Limited,,2026-07-28,
5242203,公司,上海易友通科技发展有限公司,,2026-07-28,
525366,公司,金鹰国际商贸集团(中国)有限公司,,2026-07-28,
5257590,公司,上海能运物流有限公司,,2026-07-28,
5259432,公司,快餐帝国控股有限公司,,2026-07-28,
527234,公司,云南农垦集团有限责任公司,,2026-07-28,
5307728,公司,广西百色润东实业有限公司,,2026-07-28,
538315,公司,好想你健康食品股份有限公司,,2026-07-28,
5386425,公司,北京北建通成国际物流有限公司,,2026-07-28,
5386571,公司,中饮巴比食品股份有限公司,,2026-07-28,
5386577,公司,金富科技股份有限公司,,2026-07-28,
5387853,公司,江西国光商业连锁股份有限公司,,2026-07-28,
5387854,公司,甘源食品股份有限公司,,2026-07-28,
542131,公司,四川省盐业集团有限责任公司,,2026-07-28,
546607,公司,临海市国有资产投资控股集团有限公司,,2026-07-28,
547159,公司,南海油脂工业(赤湾)有限公司,,2026-07-28,
547384,公司,华润万家有限公司,,2026-07-28,
547544,公司,上海百润投资控股集团股份有限公司,,2026-07-28,
548336,公司,秦皇岛金海粮油工业有限公司,,2026-07-28,
549844,公司,麦德龙商业集团有限公司,,2026-07-28,
552607,公司,中国南山开发(集团)股份有限公司,,2026-07-28,
552942,公司,文峰大世界连锁发展股份有限公司,,2026-07-28,
5563484,公司,江苏鹤乡菊海现代农业产业园发展有限公司,,2026-07-28,
5585337,公司,新疆叶河源果业有限公司,,2026-07-28,
560553,公司,江苏省江海粮油集团有限公司,,2026-07-28,
562759,公司,新疆友好(集团)股份有限公司,,2026-07-28,
574032,公司,三江购物俱乐部股份有限公司,,2026-07-28,
5781796,公司,云南红创包装有限公司,,2026-07-28,
5797328,公司,威海紫光优健科技股份有限公司,,2026-07-28,
5797331,公司,福建花巷营养科技股份有限公司,,2026-07-28,
584543,公司,北京三元种业科技有限公司,,2026-07-28,
586226,公司,株洲百货股份有限公司,,2026-07-28,
587316,公司,北京市朝批双隆酒业销售有限责任公司,,2026-07-28,
5896795,公司,修武县伊赛牛肉有限公司,,2026-07-28,
5917975,公司,西安德乾仓储发展有限公司,,2026-07-28,
592681,公司,上海徐汇商业(集团)有限公司,,2026-07-28,
600610,公司,浙江五芳斋实业股份有限公司,,2026-07-28,
602146,公司,北京供销社投资管理中心,,2026-07-28,
602864,公司,中炬高新技术实业(集团)股份有限公司,,2026-07-28,
604849,公司,新疆冠农股份有限公司,,2026-07-28,
605781,公司,四洲集团有限公司,,2026-07-28,
607335,公司,北京翠微大厦股份有限公司,,2026-07-28,
607432,公司,中国幸福投资(控股)有限公司,,2026-07-28,
6076149,公司,杭州饱嗝电子商务有限公司,,2026-07-28,
6079334,公司,大地(宁夏)数字科技有限公司,,2026-07-28,
6079682,公司,新蓝海乳业(北京)有限公司,,2026-07-28,
608888,公司,北京二商集团有限责任公司,,2026-07-28,
608894,公司,成都希望食品有限公司,,2026-07-28,
609495,公司,曌生命控股有限公司,,2026-07-28,
6099886,公司,内蒙古申昊农业科技有限公司,,2026-07-28,
6105656,公司,无锡天鹏菜篮子工程有限公司,,2026-07-28,
6108137,公司,太兴集团控股有限公司,,2026-07-28,
610852,公司,鸿兴印刷集团有限公司,,2026-07-28,
610854,公司,岁宝百货控股(中国)有限公司,,2026-07-28,
610912,公司,西王集团有限公司,,2026-07-28,
611224,公司,成都红旗连锁股份有限公司,,2026-07-28,
611274,公司,国农金融投资有限公司,,2026-07-28,
611353,公司,锦胜集团(控股)有限公司,,2026-07-28,
6115577,公司,江苏环球海洋生物科技有限公司,,2026-07-28,
612465,公司,高银金融(集团)有限公司,,2026-07-28,
614076,公司,临沂新程金锣肉制品集团有限公司,,2026-07-28,
6156896,公司,深圳市友和道通实业有限公司,,2026-07-28,
615967,公司,内蒙古蒙牛乳业(集团)股份有限公司,,2026-07-28,
6168908,公司,立高食品股份有限公司,,2026-07-28,
6177617,公司,北京市慕田峪长城缆车服务有限公司,,2026-07-28,
6190190,公司,北京中都格罗唯视物流有限公司,,2026-07-28,
6229825,公司,秋之友生物科技(无锡)有限公司,,2026-07-28,
624227,公司,新疆中基红色番茄产业有限公司,,2026-07-28,
624513,公司,中兴-沈阳商业大厦(集团)股份有限公司,,2026-07-28,
6251430,公司,宁波索宝蛋白科技股份有限公司,,2026-07-28,
6276938,公司,佛山睿信物流管理有限公司,,2026-07-28,
6280052,公司,肇庆焕发生物科技有限公司,,2026-07-28,
6334617,公司,重庆农投恒天冷链物流有限公司,,2026-07-28,
6340736,公司,想念食品股份有限公司,,2026-07-28,
6344415,公司,铜仁市黔东汇能物流有限公司,,2026-07-28,
6347789,公司,合肥华清高科表面技术股份有限公司,,2026-07-28,
6356712,公司,湖南省衡缘物流有限公司,,2026-07-28,
6361354,公司,巴楚县汇富棉业有限公司,,2026-07-28,
6361944,公司,安徽泰格生物科技有限公司,,2026-07-28,
6365592,公司,中物(铜仁)物流有限公司,,2026-07-28,
